tag,content
1,אינו מנהל פנקס רעלים בהתאם להוראות סעיף 5;
1,מסרב להציג את היתר הרעלים בפני מי שנכנס לחצרים מכוח סעיף 16.
1,עוסק ברעלים ללא היתר רעלים בניגוד להוראות סעיף 3;
1,אינו מקיים או מפר תנאים שניתנו בהיתר רעלים בהתאם להוראות סעיף 3;
1,מוסר פרטים כוזבים בקשר להיתר רעלים או כותב פרטים כוזבים בפנקס הרעלים בניגוד להוראות סעיף 5;
1,מוכר רעלים למי שאינו בעל היתר רעלים בניגוד להוראות סעיף 8;
1,אינו מבצע צו פינוי רעלים לפי הוראות סעיף 16א;
1,מאחסן רעלים שלא על פי הוראות שניתנו לו לפי חוק זה.
1,נעברה עבירה לפי חוק זה בידי חבר־בני־אדם רואים כאחראי לה גם כל שותף – למעט שותף מוגבל – או פקיד אחראי של אותו חבר ואפשר להביאו לדין כאילו הוא עבר את העבירה אם לא הוכיח שהעבירה נעברה שלא בידיעתו או שנקט את כל האמצעים הנאותים למניעתה.
1,לא יעשה תאגיד בנקאי – במעשה או במחדל בכתב או בעל־פה או בכל דרך אחרת – דבר שיש בו משום ניצול מצוקתו של לקוח חולשתו השכלית או הגופנית בורותו אי־ידיעתו את השפה או חוסר נסיונו או הפעלת השפעה בלתי הוגנת עליו הכל כדי לקשור עסקה של מתן שירות בתנאים בלתי סבירים או כדי לתת או לקבל תמורה השונה במידה בלתי סבירה מהתמורה המקובלת.
1,לא יומת בעל חיים בסטריכנין או ברעל אחר שקבע המנהל בהודעה ברשומות אלא אם כן נתן המנהל היתר לכך.
1,ערך ניסויים בבעלי חיים ללא היתר או חרג מהיתר שניתן לו;
1,גילה ידיעה או תוכנו של מסמך בניגוד לסעיף 22.
1,"מתווך כח אדם שתיווך עבודת עובד זר שהעסקתו מהווה עבירה לפי סעיף 2 דינו – כפל הקנס האמור בסעיף 61(א)(2) לחוק העונשין התשל""ז–1977 או מאסר ששה חודשים."
1,העמיד ביודעין מקום לינה לרשותו של עובד זר שנכנס לישראל שלא כדין או שיושב בה שלא כדין או שעובד בישראל ללא רשיון שניתן לכך לפי חוק הכניסה לישראל (להלן – רשיון עבודה כדין) בין אם המקום היה בבעלותו או בהחזקתו ובין אם היה בבעלותו או בהחזקתו של אדם אחר;
1,"תיווך או סייע בכל דרך אחרת בהשגת מקום לינה לעובד זר כאמור בפסקה (1) דינו – כפל הקנס האמור בסעיף 61(א)(2) לחוק העונשין התשל""ז–1977 ואם נעברה העבירה אגב עיסוקו של מי שעבר את העבירה בעסקו או במשלח ידו דינו – קנס כאמור או מאסר ששה חודשים."
1,העסיק עובד זר שאינו רשאי לעבוד בישראל מכח חוק הכניסה לישראל והתקנות לפיו;
1,משבש את פעולתו התקינה של מחשב או מפריע לשימוש בו;
1,מוחק חומר מחשב גורם לשינוי בו משבשו בכל דרך אחרת או מפריע לשימוש בו.
1,מעביר לאחר או מאחסן במחשב מידע כוזב או עושה פעולה לגבי מידע כדי שתוצאתה תהיה מידע כוזב או פלט כוזב;
1,כותב תוכנה מעביר תוכנה לאחר או מאחסן תוכנה במחשב כדי שתוצאת השימוש בה תהיה מידע כוזב או פלט כוזב או מפעיל מחשב תוך כדי שימוש בתוכנה כאמור.
1,"החודר שלא כדין לחומר מחשב הנמצא במחשב דינו – מאסר שלוש שנים; לענין זה ”חדירה לחומר מחשב“ – חדירה באמצעות התקשרות או התחברות עם מחשב או על ידי הפעלתו אך למעט חדירה לחומר מחשב שהיא האזנה לפי חוק האזנת סתר התשל""ט–1979."
1,העושה מעשה האסור לפי סעיף 4 כדי לעבור עבירה על פי כל דין למעט על פי חוק זה דינו – מאסר חמש שנים.
1,המפיץ או מציע לציבור המעביר לאחר המחדיר למחשב של אחר או המתקין במחשב של אחר סיסמה קוד גישה או מידע דומה כדי שתבוצע פעולה מהפעולות המנויות בסעיף קטן (א) שלא כדין דינו – מאסר שלוש שנים.
1,המפיץ או מציע לציבור המעביר לאחר המחדיר למחשב של אחר או המתקין במחשב של אחר תוכנה או התקן אשר סוגלו לבצע פעולה מהפעולות המנויות בסעיף קטן (א) כדי שתבוצע פעולה כאמור שלא כדין דינו – מאסר חמש שנים.
1,הפר הוראות סעיף 69;
1,הפר הוראות סעיף 3;
1,הפר הוראות סעיף 76(א) או (ד);
1,שימש נאמן או מנהל קרן מבלי שקיבל את אישור יושב ראש הרשות או לאחר שהאישור פקע;
1,הפר הוראות לפי סעיף 79;
1,הפר הוראות לפי סעיף 21;
1,הפר הוראות סעיף 80;
1,כיהן כדירקטור או מינה דירקטור או מילא תפקיד או העסיק אדם בניגוד להוראות סעיף 23(ב) לאחר שהרשות השעתה אותו מתפקידו לפי סעיף 23(א);
1,הפר הוראות סעיף 81;
1,הציע יחידות שלא על פי תשקיף שהרשות התירה את פרסומו;
1,הפר הוראות סעיף 99(ב);
1,הפר הוראות סעיף 108(ה);
1,הפר הוראות לפי סעיף 67;
1,הפר הוראה המנויה בתוספת השלישית או בתוספת הראשונה למעט ההוראה המנויה בפרט (1)(ט) שבחלק ב׳ לתוספת האמורה;
1,הפר הוראות סעיף 68;
1,מי שעבר אחת העבירות המנויות בסעיף 124 כדי לרמות או להטעות בעל יחידה או מי ששוקל רכישה פדיון קניה או מכירה של יחידה דינו – מאסר חמש שנים או קנס פי עשרה מן הקנס האמור בסעיף 61(א)(4) לחוק העונשין.
1,לא ימכור אדם במהלך עסקו מצרך ולא יעשה במהלך עסקו שירות במחיר העולה על המחיר הקובע; נקבע למצרך או לשירות מחיר קובע שאינו מחיר מרבי לא ימכור אדם במהלך עסקו את המצרך ולא יעשה אדם במהלך עסקו את השירות אלא באותו מחיר;
1,נקבע למצרך או לשירות רווח מרבי כאמור בסעיף 12(ב) לא ימכור אדם במהלך עסקו אותו מצרך או לא יעשה במהלך עסקו אותו שירות במחיר שיש בו למוכר או לעושה השירות יותר מהרווח שנקבע.
1,נקבע למצרך או לשירות מחיר מזערי כאמור בסעיף 12(ג) לא ימכור אדם במהלך עסקו את המצרך או לא יעשה אדם במהלך עסקו את השירות במחיר הנמוך מן המחיר המזערי.
1,העלה מחיר בניגוד לסעיפים 15או 16;
1,לא קיים מעביד חובתו כאמור בסעיף קטן (א) ונעברה עבירה לפי חוק זה דינו – מאסר שנה.
1,משיב תשובה כוזבת על שאלה שנשאל או מוסר מידע כוזב כשנדרש על פי חוק זה לעשות כן;
1,במטרה לרמות ממשיך לפעול בשם העמותה כשהיא נמצאת בפירוק בניגוד להוראות סעיף 55.
1,ניהול פנקס חברים כקבוע בסעיף 18 פנקס חברי ועד כקבוע בסעיף 29 ופנקסי חשבונות כקבוע בסעיף 35;
1,קיום אסיפה כללית כאמור בסעיף 20(א);
1,רישום פרוטוקול כקבוע בסעיף 23;
1,מתן אפשרות לחבר הועד ועדת הבקורת או הגוף המבקר לעיין בפנקסים ובמסמכים האמורים בסעיף 35(ב);
1,הגשת המסמכים האמורים בסעיף 38 לרשם;
1,מתן אפשרות לחבר עמותה לעיין בפנקסים ובמסמכים האמורים בסעיף 39(א);
1,הימנעות מפעולה בשם העמותה כשהיא נמצאת בפירוק בניגוד להוראות סעיף 55;
1,"המטריד מינית אדם כאמור בסעיף 3(א)(3) (4) (5) ו־(6) דינו – מאסר שנתיים; המטריד מינית אדם כאמור בסעיף 3(א)(5א) דינו כדין הפוגע במזיד בפרטיות זולתו כאמור בסעיף 5 לחוק הגנת הפרטיות התשמ""א–1981."
1,המתנכל לאדם כאמור בסעיף 3(ב) דינו – מאסר שלוש שנים.
1,הטריד אדם מינית אדם אחר כאמור בסעיף קטן (א) והתנכל לו כאמור בסעיף קטן (ב) דינו – מאסר ארבע שנים.
1,לא פרסם מעסיק תקנון כאמור בסעיף 7(ב) דינו – קנס וקנס נוסף לכל שבוע שבו נמשכה העבירה בשיעור הקנס הקבוע בסעיף 61(ג) לחוק העונשין.
1,המוסר ביודעין הצהרה לפי סעיף 9(ג) הכוזבת בפרט מהותי דינו – מאסר שלוש שנים.
1,מעביר רכב באמצעות רכב אחר כדי לתקנו בשטחי האחריות האזרחית הפלסטינית בניגוד להוראות סעיף 18א(ב1)(2).
1,"בעל עסק שלא רשם פרטים לפי הוראות סעיף 7(א) (א1) או (ב) דינו – כפל הקנס הקבוע בסעיף 61(א)(4) לחוק העונשין התשל""ז–1977 (להלן – חוק העונשין)."
1,חבר מועצה קרובו סוכנו או שותפו או תאגיד שיש לאחד מהאמורים חלק העולה על עשרה אחוזים בהונו או ברווחיו או שאחד מהם מנהל או עובד אחראי בו לא יהיה צד לחוזה או לעסקה עם המועצה; לענין זה ”קרוב“ – בן זוג הורה בן או בת אח או אחות.
1,הותקן מיתקן גז כאמור בסעיף קטן (א) ללא היתר או שלא לפי התנאים שבהיתר רשאי המנהל לתת הוראה למחזיק במיתקן הגז לרוקן את המיתקן מגז ללא דיחוי ולאסור את השימוש בו לצרכי גז; נתן המנהל הוראה כאמור תיעשה הרקת הגז מהמיתקן על־ידי מי שהוא בעל רשיון לעסוק בעבודת גז מאותו סוג.
1,המנהל רשאי אם ראה שטעמי בטיחות של אדם או רכוש מחייבים זאת להורות על הפסקת השימוש במיתקן הגז ולתת הוראה לרוקן את המיתקן מגז ללא דיחוי; כן רשאי המנהל להתנות את המשך השימוש במיתקן בקיום תנאים שיקבע.
1,ספק גז יבדוק מיתקן גז של צרכן גז ומיתקן גז המשמש צרכן גז ויוודא את תקינותם טרם הספקת הגז לצרכן הגז.
1,"לא יהיה אדם ספק גז ולא יעסוק בעבודת גז מסוג שקבע השר בתקנות אלא אם כן הוא בעל רשיון שניתן לו לפי חוק זה ואולם מי שקיבל רישיון לפי פרק ב׳ לחוק משק הגז הטבעי התשס""ב–2002 אינו חייב ברישיון גם לפי חוק זה."
1,לכל עוסק מטעמו בעבודת גז ואט הוא יחיד – גם לו עצמו רשיון מתאים לעיסוק בעבודת גז;
1,הוא עומד בדרישות הבטיחות לענין מיתקני הגז שבבעלותו או בשימושו כפי שקבע השר בצו ולפי כל חיקוק;
1,הוא מקיים את ההוראות בדבר ביטוח חבותו על נזקים בהתאם להוראות התוספת השניה וכפי שקבע השר בתקנות; השר באישור ועדת הכלכלה של הכנסת רשאי לשנות את התוספת השניה.
1,"הוא מספק גז רק לצרכנים שיש לו עמם חוזה בכתב להספקת גז; הוראות אלה יחולו לעניין התקשרות להספקת גז שנעשתה ביום כ""ג בטבת התשס""ח (1 בינואר 2008) ואילך לרבות שינוי בתנאי התקשרות קיימת והארכת תקופת ההתקשרות;"
1,"הוא מבצע בדיקות תקופתיות לכל הצרכנים שהוא מספק להם גז ואינו מספק גז למיתקן של צרכן שלא איפשר את ביצוע הבדיקה כאמור; בדיקות כאמור יבוצעו אחת לחמש שנים לפחות או אחת לתקופה קצרה יותר ככל שנקבעו הוראות לעניין זה על ידי השר או בתקן ישראלי ת""י 158."
1,"העוסק בעבודת גז בלי שיש בידו רשיון בר תוקף לפי חוק זה דינו – מאסר שנתיים או קנס פי שלושה מן הקנס כאמור בסעיף 61(א)(3) לחוק העונשין התשל""ז–1977."
1,העובר על הוראות סעיף קטן (א) דינו – מאסר שנה אחת או קנס אלפיים וחמש מאות לירות.
1,"המפרסם דו""ח או חלקו או תכנו או ממצא ביקורת ומפר בכך את סעיף 170ג(ו) או תנאי בהיתר שניתן לו לפי הסעיף האמור דינו – מאסר שנה."
1,העובר ביודעין על הוראות סעיף זה דינו – מאסר שנה אחת או קנס חמישים אלף לירות או פי שלושה משוויה של טובת ההנאה שהושגה על ידי העבירה או שלושת הענשים כאחד.
1,היה המידע החסוי כאמור בפסקה (1) מידע אשר גילויו עלול להביא לזיהויו של עד מוגן לגילוי מקום הימצאו או לגילוי כל מידע אחר בקשר לתכנית הגנה דינו של המגלה או המפרסם כאמור בפסקה (1) – מאסר חמש שנים ואם היה הגילוי ברשלנות דינו – מאסר שנתיים.
1,חברה או מי מטעמה העוסקים בפעילות חיונית או בפעילות נוספת בלא רישיון שניתן לחברה בהתאם להוראות סעיף 14 דינם – מאסר שנה או קנס כאמור בסעיף 61(א)(4) לחוק העונשין.
1,מוסר דיווח או הודעה לפי הוראה שנקבעה לפי סעיף 51(א)(2) או (3) או לפי סעיף 51(ד) שהם כוזבים;
1,אינו עורך דוח שנתי או דוחות ביניים אינו מגישם או אינו מפרסמם בהתאם להוראות סעיף 54 או כללים שנקבעו לפי סעיף 55;
1,אינו ממלא אחר דרישה לפי סעיפים 56או 120;
1,גובה תשלומים שלא בהתאם לתעריפים לתשלום שירות שקבעה לו מועצת הרשות בניגוד להוראות סעיף 102(ז);
1,מפר צו לתיקון פגמים שניתן לפי סעיף 116.
1,מי שאינו ממלא אחר דרישה לפי סעיף 51(ג) דינו – קנס כאמור בסעיף 61(א)(4) לחוק העונשין.
1,נושא משרה בחברה חייב לפקח ולעשות כל שאפשר כדי למנוע ביצוע עבירה מהעבירות המנויות בסעיף 124 בידי החברה או מי מטעמה; המפר הוראה זו דינו – קנס כאמור בסעיף 61(א)(3) לחוק העונשין; לענין סעיף זה ”נושא משרה“ – דירקטור המנהל הכללי וכל ממלא תפקיד כאמור גם אם תואר משרתו שונה או בעל תפקיד אחר בחברה האחראי מטעמה על התחום שבו נעברה העבירה.
1,הגורם ברשלנות נזק לכל מיתקן או חלק של מערכת מים או מערכת ביוב למעט מיתקן לשימוש פרטי דינו – מאסר שנה או קנס פי שניים מהקנס האמור בסעיף 61(א)(3) לחוק העונשין.
1,מפריע מונע או מעכב מתן שירותי מים או שירותי ביוב;
1,מפריע לחברה או למי מטעמה בהקמתה בהפעלתה בקיומה בשינויה בבדיקתה או בתיקונה של מערכת מים או מערכת ביוב או חלק ממנה;
1,מתחבר למערכת מים או למערכת ביוב של חברה בלא הסכמתה או מאפשר לאדם אחר להתחבר למערכות אלה שלא בהסכמת חברה.
1,המתבטא התבטאות גזענית במהלך אירוע ספורט דינו – מאסר שנתיים; בחוק זה ”התבטאות גזענית“ – קריאה של מילים צלילים או נהמות וכן התבטאות חזותית על ידי אדם לבדו יחד עם אחר או במקהלה שיש בהם משום איום השפלה ביזוי גילוי איבה עוינות אלימות או גרימת מדנים כלפי אדם ציבור או חלקים של האוכלוסייה והכל בשל צבע או השתייכות לגזע לדת או למוצא לאומי–אתני.
1,הנכנס לשדה המשחק בזמן אירוע ספורט מוסדר בלא היתר ממנהל אירוע הספורט ובאין מנהל אירוע ספורט – מהאחראי לאירוע הספורט מסדרן לאירועי ספורט או משוטר דינו – מאסר שנה; בסעיף זה ”שדה המשחק“ – המקום המיועד והמסומן לקיום פעילות הספורט.
1,התוקף אדם במקום שבו מתקיים אירוע ספורט דינו – מאסר שלוש שנים; לעניין זה ”תקיפה“ – כמשמעותה בסעיף 378 לחוק העונשין.
1,מבצע פעולת שיווק ביטחוני בלי שיש בידו רישיון שיווק ביטחוני או שלא בהתאם לתנאי הרישיון בניגוד להוראות סעיף 14;
1,מבצע יצוא ביטחוני בלי שיש בידו רישיון יצוא ביטחוני או שלא בהתאם לתנאי הרישיון בניגוד להוראות סעיף 15;
1,מבצע יצוא של ציוד ביטחוני במעבר בלי שיש בידו רישיון יצוא ציוד ביטחוני במעבר או שלא בהתאם לתנאי הרישיון בניגוד להוראות סעיף 19;
1,מבצע פעולת תיווך בין גורמי חוץ בלי שיש בידו רישיון תיווך בין גורמי חוץ או שלא בהתאם לתנאי הרישיון בניגוד להוראות סעיף 21.
1,המבצע פעולת תיווך בין גורמי חוץ שלא בהתאם להחלטה של מועצת הביטחון כאמור בסעיף 22 דינו – מאסר 5 שנים או קנס פי חמישים מהקנס הקבוע בסעיף 61(א)(4) לחוק העונשין.
1,פעולת השיווק הביטחוני נושא העבירה נועדה לקדם עסקת יצוא ביטחוני לאויב או שהגורם שאליו מיועדים הציוד הביטחוני הידע הביטחוני או השירות הביטחוני שלגביהם בוצעה עסקת היצוא הביטחוני נושא העבירה הוא אויב; בסעיף זה ”אויב“ – כמשמעותו בפקודת המסחר עם האויב 1939;
1,הציוד הביטחוני הידע הביטחוני או השירות הביטחוני נושא העבירה סווגו בסיווג ביטחוני בידי גורם הביטחון המוסמך לעניין זה;
1,פעולת השיווק הביטחוני או היצוא הביטחוני נושא העבירה נעשו בניגוד לתנאי מתנאי רישיון השיווק הביטחוני או רישיון היצוא הביטחוני לפי העניין הנוגע למגבלת שיווק או יצוא למדינות מסוימות;
1,פעולת התיווך בין גורמי חוץ נושא העבירה נועדה לקדם עסקה עם אויב.
1,מעביר לשטחי האחריות האזרחית הפלסטינית ציוד דו־שימושי מפוקח הכלול בצו לפי פסקה (2) להגדרה ”ציוד דו־שימושי מפוקח“ בלי שיש בידו רישיון העברה לשטחי האחריות האזרחית הפלסטינית או שלא בהתאם לתנאי הרישיון בניגוד להוראות סעיף 20;
1,פעולת השיווק הביטחוני נושא העבירה נועדה לקדם עסקת יצוא ביטחוני לגורם חוץ שלגביו נתקבלה החלטה של מועצת הביטחון כאמור בסעיף 22 או שהיצוא הביטחוני נושא העבירה הוא לגורם חוץ כאמור;
1,הוטלה סגירת המוסד המשולב לפי סעיף קטן (א) על מנהל והוא לא ביצע את שהוטל עליו דינו – מאסר ששה חדשים ומאסר שבעה ימים לכל יום שבו נמשכת העבירה; לענין זה ”סגירת המוסד“ – לרבות ביצוע ההסדרים לגבי המטופלים בו.
1,העובר על הוראות סעיפים 4ו־7 על תקנות לפי סעיפים 14(א)(3) (4) ו־(7) או על תנאי מתנאי הרשיון דינו – מאסר ששה חדשים.
1,מקבל תמורה בעבור אבר שניטל מגופו של אדם אחר שאינו קרובו מדרגה ראשונה בחייו או המיועד לנטילה כאמור בניגוד להוראות סעיף 3;
1,נותן תמורה בעבור אבר שהושתל בגופו של אדם אחר שאינו קרובו מדרגה ראשונה או המיועד להשתלה כאמור ושניטל מאדם בחייו בניגוד להוראות סעיף 3;
1,מתווך בין תורם לנתרם במישרין או בעקיפין לשם נטילת אבר אסורה או השתלת אבר אסורה או מקבל תמורה בעד תיווך בנסיבות אלה בניגוד להוראות סעיף 4;
1,מבצע נטילת אבר או השתלת אבר בלי שקיבל אישור מאת מנהל המרכז להשתלות או מי שהוא הסמיך לכך לפי הוראות סעיף 17(ד) או (ה) או 26(ב) לפי העניין;
1,נוטל אבר מגופו של קטין או אדם שמונה לו אפוטרופוס בניגוד להוראות סעיף 20.
1,מביא אבר לישראל או מוציא אבר מישראל בניגוד להוראות לפי סעיף 6;
1,נותן תמורה בעד הסכמתו של אדם לנטילת אבר מגופו לאחר מותו בניגוד להוראות לפי סעיף 29;
1,מממן הוצאות קבורה של תורם או הוצאות הסעה והטסה של גופתו בניגוד להוראות לפי סעיף 30;
1,מגלה מידע שהגיע אליו לפי הוראות חוק זה בניגוד להוראות סעיף 35.
1,"הנכנס למקרקעי ציבור ומחזיק בהם בלא רשות כדין דינו – מאסר שנה או קנס פי שניים מהקנס האמור בסעיף 61(א)(3) לחוק העונשין התשל""ז–1977 (בחוק זה – חוק העונשין)."
1,המחזיק במקרקעי ציבור בניגוד להוראות צו שניתן לפי סעיף 4 דינו – מאסר שנתיים או קנס כאמור בסעיף 61(א)(4) לחוק העונשין וקנס נוסף פי שניים מן הקנס האמור בסעיף 61(ג) לחוק העונשין לכל יום שבו נמשכה העבירה לאחר חלוף שבעה ימים ממועד הסילוק והפינוי ואם עוכב ביצוע הצו על ידי בית המשפט – ממועד פקיעתה או ביטולה של החלטה בדבר עיכוב ביצוע.
1,לא ייצר אדם מזון המכיל תוסף מזון לא ייבאו לא ישווקו ולא יחסינו אלא אם כן יש בשימוש בתוסף המזון מטרה טכנולוגית במזון המיוצר או ברכיב שלו אשר לא ניתן להשיגה באמצעים סבירים אחרים.
1,לא ייצר אדם תוסף מזון או מזון המכיל תוסף מזון לא ייבאו לא ישווקו ולא יחסינו אלא אם כן תוסף המזון הוא אחד מן המפורטים ברשימה והתקיימו לגביו שאר הוראות תקנות אלה.
1,הכמות המרבית במזון של תוסף מזון לא תעלה על המפורט ברשימה.
1,בתוסף המזון מתקיימות דרישות המפרט שנקבע לו בקודקס הכימיקלים למזון או בקובץ המפרטים של תוספי מזון (להלן כל אחד מאלה – מפרט) ואם הוא תערובת של תוספי מזון – בכל תוסף מזון שבתערובת מתקיימות הדרישות כאמור;
1,"אריזת תוסף המזון מתאימה לתקנות בריאות הציבור (מזון) (חמרי אריזה) התשל""ז–1977;"
1,שם תוסף המזון כפי שהוא מופיע ברשימה בקובץ מפרטים של תוספי מזון או בקודקס הכימיקלים למזון; אם החומר מורכב מתערובת תוספי מזון או מתערובת של תוסף מזון עם רכיב מזון שמות כל תוספי המזון והרכיבים בסדר תכולה יורד לפי משקלם היחסי;
1,כל שלבי הייצור האחסנה ההובלה והשיווק של תוסף מזון יהיו בתנאי תברואה נאותים הדרושים למזון.
1,מזון ארוז מראש המכיל תוסף מזון מן המפורטים בתוספת הראשונה יסומן ברשימת הרכיבים שבו בשם תוסף המזון וכן באחד משמות הקבוצות המפורטות בתוספת השניה בהתאם למטרתו הטכנולוגית העיקרית.
1,מזון ארוז מראש המכיל תוסף מזון שאינו מן המפורטים בתוספת הראשונה יסומן ברשימת המרכיבים במזון בשם תוסף המזון או מספר ה־E שלו וכן באחד משמות הקבוצות המפורטות בתוספת השניה בהתאם למטרתו הטכנולוגית העיקרית.
1,מזון לא יסומן במילים ”בלא“ תוסף מזון או קבוצת תוספי מזון כמפורט בתוספת השניה זולת אם המזון אמנם אינו מכיל את תוסף המזון או תוסף מזון מאותה הקבוצה כאמור לרבות בתסחיב.
1,לא יחולו הוראות סעיף 10 לתקן לענין סימון תזונתי.
1,מוצר מזון מן המפורטים בטור א׳ בתוספת יסומן גם כמפורט בתקן שבטור ב׳ לצדו לפי הסעיפים או סעיפי המשנה הישימים לפי הענין של אותו תקן כמפורט בטור ג׳ לצדו.
1,הוראות התיאור שבסעיפים או בסעיפי המשנה הישימים לפי הענין בטור ד׳ לתוספת של התקן הישראלי המפורט בטור ב׳ לצדו;
1,הוראות המשקל לאחר סינון כמפורט בטור ה׳ לצדו.
1,"מוצר מזון מיובא יסומן לפני יבואו או במחסן רשוי כהגדרתו בפקודת המכס אלא אם כן התיר פקיד המכס מכוח סעיף 8(א) לפקודת היבוא והיצוא [נוסח חדש] התשל""ט–1979 שחרור המוצר או ניתן פטור מקיום תנאי הסימון על פי סעיף 2(ד) לצו יבוא חופשי התשל""ח–1978 ובכפוף לתנאים שבהם הותנה השתרור או הפטור הכל לפי הענין."
1,כל אדם חייב לפי דרישתו של שר או של מי שהוסמך על ידיו בכתב למסור לו או לשליחיו שהוסמכו לכך בכתב את הידיעות הדוגמאות הפנקסים ושאר התעודות שלדעת הדורש יש בהם כדי להבטיח או להקל את ביצועו של חוק זה; דרשו שר או המוסמך מסירת דוגמאות – יימסרו הדוגמאות ללא כל תשלום.
1,הוראות סעיף 30(ב) ו־(ג) יחולו בשינויים המחוייבים על החזקתן והחזרתן של תעודות שנמסרו לפי סעיף קטן (א).
1,דוגמאות שנמסרו לפי סעיף קטן (א) או שנתפסו לפי סעיף 30 מותר לבדקן במעבדה ולנהוג בהן בכל דרך אחרת.
1,עבר על הוראה מהוראות סעיפים 16יג 16יד 20א 22 22א 26 28ו־29א;
1,לא קיים צו לפי סעיף 8 או צו לסגירת מפעל שניתן לפי הוראות חוק זה;
1,לא קיים צו הפסקה שניתן לפי סעיף 16י;
1,הפר תנאי של רשיון או היתר שניתן לפי חוק זה;
1,הרשה לאחר להשתמש ברשיון או בהיתר שניתן לו לפי חוק זה ושאינו ניתן להעברה;
1,ההורס מיתקן גז או הפוגע בו דינו – מאסר חמש שנים או הקנס האמור בסעיף 61(א)(4) לחוק העונשין; עשה כן ברשלנות דינו – מאסר שישה חודשים או הקנס האמור בסעיף 61(א)(1) לחוק העונשין.
1,גרם במרמה או על ידי העלמת עובדה למתן גמלה לפי חוק זה או להגדלתה בין שהגמלה הגיעה לידיו ובין שהגיעה לידי זולתו;
1,מסר הצהרה כוזבת בקשר לדמי ביטוח או העלים עובדה שיש לה חשיבות לענין זה;
1,קשר קשר עם אדם אחר כדי להביא להקטנת דמי ביטוח או להגדלת גמלה.
1,מי שלא שילם דמי ביטוח בעד עובדו כאמור בחוק זה דינו – מאסר שנה או קנס כאמור בסעיף 61(א)(4) לחוק העונשין ואם הוא תאגיד דינו – כפל הקנס האמור.
1,מסר פרטים לא נכונים בבקשה שהגיש לפי סעיף 16טו;
1,עבר על הוראת סעיף 23
1,הפריע לאדם מוסמך לבצע את סמכויותיו לפי חוק זה או מנע זאת ממנו;
1,סירב להראות לאדם מוסמך פנקס או תעודה אחרת הנוגעים לחקירה הנערכת לפי חוק זה;
1,משנדרש למסור ידיעות או להמציא פנקסים או תעודות לפי סעיף 31 או משנחקר לפי סעיף 32 – לא השיב תשובות נכונות ומלאות או לא המציא תעודות נכונות;
1,עבר על הוראה מהוראות חוק זה שאינה מפורטת בסעיפים קטנים (א) או (ב).
1,נעברה עבירה לפי חוק זה בידי חבר בני־אדם יאשם בעבירה גם כל אדם אשר בשעת ביצוע העבירה היה באותו חבר בני־אדם מנהל פעיל שותף – למעט שותף מוגבל – או עובד מינהלי בכיר האחראי לאותו תחום אם לא הוכיח שהעבירה נעברה שלא בידיעתו ושנקט כל האמצעים הסבירים להבטחת שמירתו של חוק זה.
1,להורות לכל אדם שבאחיזתו או במשמרו נמצאים – בשטח הנקוב בצו – נשק־אש תחמושת או חמרי־נפץ שישמרם במקומות שנתאשרו בהתאם לצו;
1,לבטל או להתלות כל רשיון שהוצא לפי סעיף 15 של פקודת נשק־האש או כל רשיון לשאת נשק־אש או להשתמש בו שניתן לפי הפקודה ההיא או להורות שתהיה נודעת נפקות לכל רשיון כזה מתוך כפיפות לאותם תנאים שיהיו עשויים להינקב בצו ורשאי להחרים ולעכב כל נשק־אש שבגינו הוצא רשיון כזה.
1,"מתקרב או נמצא בשכנות או נכנס לכל מקום או רכוש כאלה הנ""ל מתוך התכוונות לפגוע בהם"
1,כל אדם – לאחר שקיבל הוראה על־כך מאת מושל מחוז או מפקד צבאי או בשמם – ימציא או יראה לאותם רשות או אדם שיהיו עשויים להינקב בהוראה כל אותם ידיעות או חפץ שברשותו שהם ידיעות או חפץ שבהם סבור האדם הנותן את ההוראה כי מן הנחוץ או המועיל – לטובת שלומו של הציבור ההגנה או קיומו של הסדר ציבורי – לקבלם או לבחנם ואם מפר אדם כל־שהוא כל הוראה כזאת יאשם בעבירה על התקנות האלה.
1,"האריזה של מוצר מזון ארוז מראש תהיה כמפורט בת""י 1118 חלק 1 – תכולה אחידה מראש של מוצרי מזון ארוזים מראש – כסלו התשמ""ב (נובמבר 1981) – כפי שתוקן בגליון תיקון מס׳ 1 מאדר התשמ""ד (מרס 1984) גליון תיקון מס׳ 2 מטבת התשמ""ח (דצמבר 1987) וגליון תיקון מס׳ 3 מתמוז התשנ""ח (מרס 1998)."
1,עשה דבר העלול להטעות צרכן בניגוד להוראות סעיף 2(א) (ב) או (ג);
1,הפעיל השפעה בלתי הוגנת כאמור בסעיף 3(ב);
1,פרסם פרסומת מטעה בניגוד להוראות סעיף 7(ג);
1,פרסום פרסומת או נקט דרכי שיווק אחרות המכוונות לקטינים בניגוד להוראות סעיף 7א;
1,בעסקה בענין רכישה של יחידות נופש לא קיים את הוראות סעיף 14א;
1,הפריע לאדם הפועל כדין לפי חוק זה מלבצע את סמכויותיו או סירב בלי הצדק סביר להתייצב לפני אדם כאמור או למסור מידע או דבר אחר לפי דרישתו בניגוד להוראות סעיפים 21ו־22;
1,לא גילה לצרכן דבר בניגוד להוראות לפי סעיף 4;
1,השתמש בשם שמשתמע ממנו כי מטרתו הגנה על הצרכן בניגוד להוראות סעיף 7ב;
1,הפר הוראות לפי סעיף 13 לענין מקדמות וערובות;
